Seq_ID	subsample	rname	startpos	endpos	numreads	covbases	coverage	meandepth	meanbaseq	meanmapq
Yale-TB029	1	NC_000962.3	1	4411532	36717689	4327361	98.092	1046.34	39.6	60
Yale-TB059	0.05	NC_000962.3	1	4411532	69	2392	0.0542215	0.00157746	39.7	60
Yale-TB059	0.25	NC_000962.3	1	4411532	345	8170	0.185196	0.00804845	39.7	60
Yale-TB059	0.1	NC_000962.3	1	4411532	140	4624	0.104816	0.00330633	39.7	60
Yale-TB059	0.2	NC_000962.3	1	4411532	286	7598	0.17223	0.00673213	39.7	60
Yale-TB059	0.15	NC_000962.3	1	4411532	207	6238	0.141402	0.00484503	39.7	60
Yale-TB059	0.5	NC_000962.3	1	4411532	721	13357	0.302775	0.017194	39.7	60
Yale-TB059	1	NC_000962.3	1	4411532	1417	17274	0.391565	0.0334877	39.7	60
Yale-TB097	0.05	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB097	0.25	NC_000962.3	1	4411532	2	107	0.00242546	4.65E-05	39.2	60
Yale-TB097	0.1	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB097	0.2	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB097	0.15	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB097	0.5	NC_000962.3	1	4411532	2	107	0.00242546	4.65E-05	39.2	60
Yale-TB097	1	NC_000962.3	1	4411532	2	107	0.00242546	4.65E-05	39.2	60
Yale-TB034	0.05	NC_000962.3	1	4411532	2802	88885	2.01483	0.0674242	39.7	60
Yale-TB034	0.25	NC_000962.3	1	4411532	14030	257386	5.83439	0.337041	39.7	60
Yale-TB034	0.1	NC_000962.3	1	4411532	5637	144766	3.28154	0.135418	39.7	60
Yale-TB034	0.2	NC_000962.3	1	4411532	11214	225763	5.11756	0.269319	39.7	60
Yale-TB034	0.15	NC_000962.3	1	4411532	8385	188138	4.26469	0.201464	39.7	60
Yale-TB034	0.5	NC_000962.3	1	4411532	28017	380254	8.61955	0.674583	39.7	60
Yale-TB034	1	NC_000962.3	1	4411532	56684	538833	12.2142	1.36521	39.7	60
Yale-TB099	0.05	NC_000962.3	1	4411532	1544292	4325925	98.0595	46.8315	39.6	60
Yale-TB099	0.25	NC_000962.3	1	4411532	7708236	4327762	98.1011	233.729	39.6	60
Yale-TB099	0.1	NC_000962.3	1	4411532	3087881	4327002	98.0839	93.6365	39.6	60
Yale-TB099	0.2	NC_000962.3	1	4411532	6170204	4327577	98.0969	187.093	39.6	60
Yale-TB099	0.15	NC_000962.3	1	4411532	4628616	4327302	98.0907	140.337	39.6	60
Yale-TB099	0.5	NC_000962.3	1	4411532	15411499	4327966	98.1057	467.266	39.6	60
Yale-TB099	1	NC_000962.3	1	4411532	30824869	4328119	98.1092	934.601	39.6	60
Yale-TB110	0.05	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB110	0.25	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB110	0.1	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB110	0.2	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB110	0.15	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB110	0.5	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB110	1	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB031	0.05	NC_000962.3	1	4411532	422157	2991711	67.8157	11.5927	39.7	60
Yale-TB031	0.25	NC_000962.3	1	4411532	2113666	3986752	90.3711	58.0356	39.7	60
Yale-TB031	0.1	NC_000962.3	1	4411532	844619	3520682	79.8063	23.1962	39.7	60
Yale-TB031	0.2	NC_000962.3	1	4411532	1690717	3898947	88.3808	46.4254	39.7	60
Yale-TB031	0.15	NC_000962.3	1	4411532	1267682	3759933	85.2296	34.8096	39.7	60
Yale-TB031	0.5	NC_000962.3	1	4411532	4227184	4163990	94.3888	116.045	39.7	60
Yale-TB031	1	NC_000962.3	1	4411532	8455471	4249231	96.321	232.083	39.7	60
Yale-TB024	0.05	NC_000962.3	1	4411532	119	3872	0.08777	0.00294002	39.7	60
Yale-TB024	0.25	NC_000962.3	1	4411532	553	11923	0.270269	0.0134157	39.7	60
Yale-TB024	0.1	NC_000962.3	1	4411532	231	6508	0.147522	0.005618	39.7	60
Yale-TB024	0.2	NC_000962.3	1	4411532	457	10866	0.246309	0.0111501	39.7	60
Yale-TB024	0.15	NC_000962.3	1	4411532	334	8420	0.190863	0.00813119	39.7	60
Yale-TB024	0.5	NC_000962.3	1	4411532	1128	17362	0.393559	0.0274793	39.7	60
Yale-TB024	1	NC_000962.3	1	4411532	2328	22632	0.513019	0.0569485	39.7	60
Yale-TB048	0.05	NC_000962.3	1	4411532	6	338	0.00766174	0.000116739	39.3	60
Yale-TB048	0.25	NC_000962.3	1	4411532	20	859	0.0194717	0.000416409	39.6	60
Yale-TB048	0.1	NC_000962.3	1	4411532	11	560	0.012694	0.000231212	39.4	60
Yale-TB048	0.2	NC_000962.3	1	4411532	17	732	0.0165929	0.000345458	39.5	60
Yale-TB048	0.15	NC_000962.3	1	4411532	14	653	0.0148021	0.000292642	39.5	60
Yale-TB048	0.5	NC_000962.3	1	4411532	47	1637	0.0371073	0.0010094	39.6	60
Yale-TB048	1	NC_000962.3	1	4411532	93	2052	0.0465145	0.00197324	39.7	60
Yale-TB051	0.05	NC_000962.3	1	4411532	1699998	4265430	96.6882	48.9705	39.6	60
Yale-TB051	0.25	NC_000962.3	1	4411532	8501339	4312409	97.7531	244.86	39.6	60
Yale-TB051	0.1	NC_000962.3	1	4411532	3399079	4302572	97.5301	97.9082	39.6	60
Yale-TB051	0.2	NC_000962.3	1	4411532	6799406	4311017	97.7215	195.823	39.6	60
Yale-TB051	0.15	NC_000962.3	1	4411532	5099192	4308730	97.6697	146.862	39.6	60
Yale-TB051	0.5	NC_000962.3	1	4411532	17009566	4314218	97.7941	489.883	39.6	60
Yale-TB051	1	NC_000962.3	1	4411532	34020790	4315706	97.8278	979.719	39.6	60
Yale-TB017	0.05	NC_000962.3	1	4411532	718948	3966661	89.9157	20.0927	39.7	60
Yale-TB017	0.25	NC_000962.3	1	4411532	3587538	4294376	97.3443	100.277	39.7	60
Yale-TB017	0.1	NC_000962.3	1	4411532	1436148	4205951	95.3399	40.1443	39.7	60
Yale-TB017	0.2	NC_000962.3	1	4411532	2870907	4286078	97.1562	80.254	39.7	60
Yale-TB017	0.15	NC_000962.3	1	4411532	2153812	4265638	96.6929	60.2054	39.7	60
Yale-TB017	0.5	NC_000962.3	1	4411532	7179674	4306295	97.6145	200.679	39.7	60
Yale-TB017	1	NC_000962.3	1	4411532	14357244	4310242	97.704	401.331	39.7	60
Yale-TB073	0.05	NC_000962.3	1	4411532	13	367	0.00831911	0.000277908	39.6	60
Yale-TB073	0.25	NC_000962.3	1	4411532	29	803	0.0182023	0.000729225	39.6	60
Yale-TB073	0.1	NC_000962.3	1	4411532	17	378	0.00856845	0.000377193	39.7	60
Yale-TB073	0.2	NC_000962.3	1	4411532	27	559	0.0126713	0.000667115	39.6	60
Yale-TB073	0.15	NC_000962.3	1	4411532	23	382	0.00865912	0.000544029	39.7	60
Yale-TB073	0.5	NC_000962.3	1	4411532	56	1544	0.0349992	0.00141289	39.6	60
Yale-TB073	1	NC_000962.3	1	4411532	121	3455	0.0783175	0.00304565	39.6	60
Yale-TB090	0.05	NC_000962.3	1	4411532	130396	3810909	86.3852	3.6139	39.6	60
Yale-TB090	0.25	NC_000962.3	1	4411532	658740	4305882	97.6051	18.2594	39.6	60
Yale-TB090	0.1	NC_000962.3	1	4411532	262520	4224067	95.7506	7.28032	39.6	60
Yale-TB090	0.2	NC_000962.3	1	4411532	526789	4301951	97.516	14.6014	39.6	60
Yale-TB090	0.15	NC_000962.3	1	4411532	394619	4288855	97.2192	10.9407	39.6	60
Yale-TB090	0.5	NC_000962.3	1	4411532	1314816	4309287	97.6823	36.4558	39.6	60
Yale-TB090	1	NC_000962.3	1	4411532	2631322	4310525	97.7104	72.9692	39.6	60
Yale-TB022	0.05	NC_000962.3	1	4411532	26567	590846	13.3932	0.691251	39.7	60
Yale-TB022	0.25	NC_000962.3	1	4411532	134915	1244322	28.2061	3.50925	39.7	60
Yale-TB022	0.1	NC_000962.3	1	4411532	53806	848205	19.227	1.4011	39.7	60
Yale-TB022	0.2	NC_000962.3	1	4411532	108149	1142665	25.9018	2.81259	39.7	60
Yale-TB022	0.15	NC_000962.3	1	4411532	81245	1018169	23.0797	2.11419	39.7	60
Yale-TB022	0.5	NC_000962.3	1	4411532	269127	1573986	35.6789	6.99064	39.7	60
Yale-TB022	1	NC_000962.3	1	4411532	539305	1905440	43.1923	14.0144	39.7	60
Yale-TB091	0.05	NC_000962.3	1	4411532	19711	1286739	29.1676	0.553678	39.6	60
Yale-TB091	0.25	NC_000962.3	1	4411532	98686	3482428	78.9392	2.77489	39.6	60
Yale-TB091	0.1	NC_000962.3	1	4411532	39608	2177998	49.3706	1.11306	39.6	60
Yale-TB091	0.2	NC_000962.3	1	4411532	78954	3187420	72.252	2.21988	39.6	60
Yale-TB091	0.15	NC_000962.3	1	4411532	59207	2769488	62.7784	1.66469	39.6	60
Yale-TB091	0.5	NC_000962.3	1	4411532	197530	4099336	92.9232	5.55081	39.6	60
Yale-TB091	1	NC_000962.3	1	4411532	394274	4284159	97.1127	11.0836	39.6	60
Yale-TB047	0.05	NC_000962.3	1	4411532	237	5067	0.114858	0.00528637	39.7	60
Yale-TB047	0.25	NC_000962.3	1	4411532	1231	10359	0.234816	0.0273107	39.7	60
Yale-TB047	0.1	NC_000962.3	1	4411532	487	6340	0.143714	0.0107722	39.7	60
Yale-TB047	0.2	NC_000962.3	1	4411532	992	9159	0.207615	0.0219361	39.7	60
Yale-TB047	0.15	NC_000962.3	1	4411532	740	7861	0.178192	0.0164378	39.7	60
Yale-TB047	0.5	NC_000962.3	1	4411532	2539	12498	0.283303	0.0566941	39.7	60
Yale-TB047	1	NC_000962.3	1	4411532	5123	16198	0.367174	0.114009	39.7	60
Yale-TB081	0.05	NC_000962.3	1	4411532	10449	273797	6.20639	0.247171	39.7	60
Yale-TB081	0.25	NC_000962.3	1	4411532	52035	678036	15.3696	1.2279	39.7	60
Yale-TB081	0.1	NC_000962.3	1	4411532	20864	418007	9.47533	0.49224	39.7	60
Yale-TB081	0.2	NC_000962.3	1	4411532	41586	605351	13.722	0.981493	39.7	60
Yale-TB081	0.15	NC_000962.3	1	4411532	31225	518981	11.7642	0.736298	39.7	60
Yale-TB081	0.5	NC_000962.3	1	4411532	104227	931132	21.1068	2.46196	39.7	60
Yale-TB081	1	NC_000962.3	1	4411532	208336	1216645	27.5787	4.92473	39.7	60
Yale-TB064	0.05	NC_000962.3	1	4411532	1660281	4250268	96.3445	47.0248	39.6	60
Yale-TB064	0.25	NC_000962.3	1	4411532	8302788	4305266	97.5912	235.121	39.6	60
Yale-TB064	0.1	NC_000962.3	1	4411532	3319103	4294061	97.3372	93.9928	39.6	60
Yale-TB064	0.2	NC_000962.3	1	4411532	6640522	4303971	97.5618	188.034	39.6	60
Yale-TB064	0.15	NC_000962.3	1	4411532	4978260	4301553	97.507	140.978	39.6	60
Yale-TB064	0.5	NC_000962.3	1	4411532	16602965	4308252	97.6589	470.113	39.6	60
Yale-TB064	1	NC_000962.3	1	4411532	33200917	4310164	97.7022	940.061	39.6	60
Yale-TB019	0.05	NC_000962.3	1	4411532	604932	3442320	78.03	16.7421	39.6	60
Yale-TB019	0.25	NC_000962.3	1	4411532	3022354	4166078	94.4361	83.6022	39.6	60
Yale-TB019	0.1	NC_000962.3	1	4411532	1207828	3869471	87.7126	33.41	39.6	60
Yale-TB019	0.2	NC_000962.3	1	4411532	2417283	4114662	93.2706	66.8633	39.6	60
Yale-TB019	0.15	NC_000962.3	1	4411532	1812312	4032605	91.4105	50.1318	39.6	60
Yale-TB019	0.5	NC_000962.3	1	4411532	6046478	4253559	96.4191	167.232	39.6	60
Yale-TB019	1	NC_000962.3	1	4411532	12090605	4288310	97.2068	334.375	39.6	60
Yale-TB046	0.05	NC_000962.3	1	4411532	4	102	0.00231212	8.84E-05	39.9	60
Yale-TB046	0.25	NC_000962.3	1	4411532	32	1145	0.0259547	0.000743959	39.6	60
Yale-TB046	0.1	NC_000962.3	1	4411532	10	187	0.00423889	0.000220332	39.7	60
Yale-TB046	0.2	NC_000962.3	1	4411532	28	784	0.0177716	0.000611806	39.6	60
Yale-TB046	0.15	NC_000962.3	1	4411532	18	344	0.00779774	0.000377647	39.7	60
Yale-TB046	0.5	NC_000962.3	1	4411532	64	1888	0.0427969	0.00143873	39.7	60
Yale-TB046	1	NC_000962.3	1	4411532	127	3236	0.0733532	0.0028591	39.8	60
Yale-TB084	0.05	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB084	0.25	NC_000962.3	1	4411532	12	476	0.0107899	0.000297176	40	60
Yale-TB084	0.1	NC_000962.3	1	4411532	0	0	0	0	0	0
Yale-TB084	0.2	NC_000962.3	1	4411532	8	434	0.00983785	0.00019449	39.9	60
Yale-TB084	0.15	NC_000962.3	1	4411532	2	90	0.00204011	4.08E-05	40	60
Yale-TB084	0.5	NC_000962.3	1	4411532	27	1126	0.025524	0.000645581	39.8	60
Yale-TB084	1	NC_000962.3	1	4411532	48	1656	0.037538	0.00115266	39.8	60
Yale-TB020	0.05	NC_000962.3	1	4411532	397926	2972865	67.3885	11.0749	39.7	60
Yale-TB020	0.25	NC_000962.3	1	4411532	1989436	3892809	88.2417	55.3177	39.7	60
Yale-TB020	0.1	NC_000962.3	1	4411532	795516	3453140	78.2753	22.1223	39.7	60
Yale-TB020	0.2	NC_000962.3	1	4411532	1590731	3811935	86.4084	44.2411	39.7	60
Yale-TB020	0.15	NC_000962.3	1	4411532	1192098	3678801	83.3906	33.1568	39.7	60
Yale-TB020	0.5	NC_000962.3	1	4411532	3977272	4084724	92.592	110.58	39.7	60
Yale-TB020	1	NC_000962.3	1	4411532	7959707	4186954	94.9093	221.297	39.7	60
Yale-TB057	0.05	NC_000962.3	1	4411532	10671	308916	7.00247	0.263382	39.7	60
Yale-TB057	0.25	NC_000962.3	1	4411532	52939	806480	18.2812	1.31163	39.7	60
Yale-TB057	0.1	NC_000962.3	1	4411532	20993	472523	10.7111	0.519194	39.7	60
Yale-TB057	0.2	NC_000962.3	1	4411532	42031	712424	16.1491	1.04113	39.7	60
Yale-TB057	0.15	NC_000962.3	1	4411532	31265	603925	13.6897	0.774762	39.7	60
Yale-TB057	0.5	NC_000962.3	1	4411532	105883	1120644	25.4026	2.62731	39.7	60
Yale-TB057	1	NC_000962.3	1	4411532	212422	1468923	33.2973	5.27475	39.7	60
Yale-TB093	0.05	NC_000962.3	1	4411532	118	9304	0.210902	0.00331767	39.6	60
Yale-TB093	0.25	NC_000962.3	1	4411532	573	42605	0.965764	0.0161148	39.6	60
Yale-TB093	0.1	NC_000962.3	1	4411532	233	17895	0.405641	0.00660655	39.5	60
Yale-TB093	0.2	NC_000962.3	1	4411532	451	33498	0.759328	0.0126595	39.6	60
Yale-TB093	0.15	NC_000962.3	1	4411532	362	27410	0.621326	0.0102271	39.6	60
Yale-TB093	0.5	NC_000962.3	1	4411532	1230	89417	2.02689	0.0344497	39.6	60
Yale-TB093	1	NC_000962.3	1	4411532	2434	164667	3.73265	0.0682022	39.6	60
Yale-TB037	0.05	NC_000962.3	1	4411532	17	520	0.0117873	0.000367446	39.6	60
Yale-TB037	0.25	NC_000962.3	1	4411532	88	2224	0.0504133	0.00203013	39.7	60
Yale-TB037	0.1	NC_000962.3	1	4411532	37	982	0.0222598	0.000831457	39.6	60
Yale-TB037	0.2	NC_000962.3	1	4411532	70	2047	0.0464011	0.00159174	39.7	60
Yale-TB037	0.15	NC_000962.3	1	4411532	56	1488	0.0337298	0.00127235	39.6	60
Yale-TB037	0.5	NC_000962.3	1	4411532	145	2901	0.0657595	0.00344098	39.7	60
Yale-TB037	1	NC_000962.3	1	4411532	286	4549	0.103116	0.00673394	39.7	60
Yale-TB068	0.05	NC_000962.3	1	4411532	77991	1127836	25.5656	1.94527	39.7	60
Yale-TB068	0.25	NC_000962.3	1	4411532	389955	2105172	47.7197	9.72768	39.7	60
Yale-TB068	0.1	NC_000962.3	1	4411532	156037	1528299	34.6433	3.89125	39.7	60
Yale-TB068	0.2	NC_000962.3	1	4411532	312548	1968899	44.6307	7.79598	39.7	60
Yale-TB068	0.15	NC_000962.3	1	4411532	234275	1780135	40.3519	5.84185	39.7	60
Yale-TB068	0.5	NC_000962.3	1	4411532	780828	2548081	57.7595	19.4774	39.7	60
Yale-TB068	1	NC_000962.3	1	4411532	1563737	2948223	66.8299	38.9958	39.7	60
Yale-TB016	0.05	NC_000962.3	1	4411532	403812	3685115	83.5337	11.3874	39.6	60
Yale-TB016	0.25	NC_000962.3	1	4411532	2013318	4275796	96.9232	56.8075	39.6	60
Yale-TB016	0.1	NC_000962.3	1	4411532	805957	4104437	93.0388	22.7336	39.6	60
Yale-TB016	0.2	NC_000962.3	1	4411532	1611500	4258447	96.5299	45.4645	39.6	60
Yale-TB016	0.15	NC_000962.3	1	4411532	1208338	4215840	95.5641	34.0845	39.6	60
Yale-TB016	0.5	NC_000962.3	1	4411532	4025242	4299946	97.4706	113.568	39.6	60
Yale-TB016	1	NC_000962.3	1	4411532	8054384	4307810	97.6488	227.27	39.6	60
Yale-TB055	0.05	NC_000962.3	1	4411532	345015	2986524	67.6981	9.45115	39.6	60
Yale-TB055	0.25	NC_000962.3	1	4411532	1724322	3958846	89.7386	47.2432	39.6	60
Yale-TB055	0.1	NC_000962.3	1	4411532	690352	3512944	79.6309	18.9125	39.6	60
Yale-TB055	0.2	NC_000962.3	1	4411532	1380362	3874982	87.8376	37.8286	39.6	60
Yale-TB055	0.15	NC_000962.3	1	4411532	1034723	3742360	84.8313	28.3577	39.6	60
Yale-TB055	0.5	NC_000962.3	1	4411532	3447449	4133403	93.6954	94.4598	39.6	60
Yale-TB055	1	NC_000962.3	1	4411532	6894248	4218356	95.6211	188.918	39.6	60
Yale-TB021	0.05	NC_000962.3	1	4411532	62707	1168037	26.4769	1.62395	39.7	60
Yale-TB021	0.25	NC_000962.3	1	4411532	313898	2208457	50.061	8.12735	39.7	60
Yale-TB021	0.1	NC_000962.3	1	4411532	125646	1601861	36.3108	3.25616	39.7	60
Yale-TB021	0.2	NC_000962.3	1	4411532	251272	2059915	46.6939	6.50593	39.7	60
Yale-TB021	0.15	NC_000962.3	1	4411532	188357	1867207	42.3256	4.87838	39.7	60
Yale-TB021	0.5	NC_000962.3	1	4411532	628346	2651884	60.1125	16.2762	39.7	60
Yale-TB021	1	NC_000962.3	1	4411532	1258850	3037034	68.8431	32.5907	39.7	60
Yale-TB105	0.05	NC_000962.3	1	4411532	19	1577	0.0357472	0.000583244	39.2	60
Yale-TB105	0.25	NC_000962.3	1	4411532	87	7024	0.159219	0.00257462	39.6	60
Yale-TB105	0.1	NC_000962.3	1	4411532	36	2848	0.0645581	0.00106743	39.4	60
Yale-TB105	0.2	NC_000962.3	1	4411532	72	5761	0.13059	0.00212693	39.6	60
Yale-TB105	0.15	NC_000962.3	1	4411532	58	4567	0.103524	0.0017282	39.5	60
Yale-TB105	0.5	NC_000962.3	1	4411532	167	13356	0.302752	0.00495587	39.5	60
Yale-TB105	1	NC_000962.3	1	4411532	345	24869	0.563727	0.0100954	39.6	60
Yale-TB076	0.05	NC_000962.3	1	4411532	883661	4102552	92.9961	24.9508	39.6	60
Yale-TB076	0.25	NC_000962.3	1	4411532	4413484	4302280	97.5235	124.664	39.6	60
Yale-TB076	0.1	NC_000962.3	1	4411532	1766236	4248469	96.3037	49.8821	39.6	60
Yale-TB076	0.2	NC_000962.3	1	4411532	3530145	4296623	97.3953	99.709	39.6	60
Yale-TB076	0.15	NC_000962.3	1	4411532	2649763	4284033	97.1099	74.8409	39.6	60
Yale-TB076	0.5	NC_000962.3	1	4411532	8825044	4309710	97.6919	249.265	39.6	60
Yale-TB076	1	NC_000962.3	1	4411532	17655532	4313035	97.7673	498.655	39.6	60
Yale-TB065	0.05	NC_000962.3	1	4411532	1394959	4041910	91.6215	39.4598	39.6	60
Yale-TB065	0.25	NC_000962.3	1	4411532	6972610	4286492	97.1656	197.225	39.6	60
Yale-TB065	0.1	NC_000962.3	1	4411532	2789448	4212349	95.4849	78.9069	39.6	60
Yale-TB065	0.2	NC_000962.3	1	4411532	5579979	4277197	96.9549	157.845	39.6	60
Yale-TB065	0.15	NC_000962.3	1	4411532	4183756	4258090	96.5218	118.349	39.6	60
Yale-TB065	0.5	NC_000962.3	1	4411532	13947937	4300453	97.4821	394.563	39.6	60
Yale-TB065	1	NC_000962.3	1	4411532	27895340	4306113	97.6104	789.133	39.6	60
Yale-TB026	0.05	NC_000962.3	1	4411532	18	925	0.0209678	0.000432729	39.7	60
Yale-TB026	0.25	NC_000962.3	1	4411532	89	2658	0.0602512	0.0021505	39.8	60
Yale-TB026	0.1	NC_000962.3	1	4411532	37	1693	0.0383767	0.000867046	39.8	60
Yale-TB026	0.2	NC_000962.3	1	4411532	76	2541	0.057599	0.00185196	39.8	60
Yale-TB026	0.15	NC_000962.3	1	4411532	53	2179	0.0493933	0.00126668	39.8	60
Yale-TB026	0.5	NC_000962.3	1	4411532	190	3769	0.0854352	0.00454989	39.7	60
Yale-TB026	1	NC_000962.3	1	4411532	403	5017	0.113725	0.00972905	39.7	60
Yale-TB101	0.05	NC_000962.3	1	4411532	447803	4318929	97.9009	13.3148	39.6	60
Yale-TB101	0.25	NC_000962.3	1	4411532	2239233	4326640	98.0757	66.5854	39.6	60
Yale-TB101	0.1	NC_000962.3	1	4411532	895224	4325482	98.0494	26.6189	39.6	60
Yale-TB101	0.2	NC_000962.3	1	4411532	1791462	4326476	98.072	53.2631	39.6	60
Yale-TB101	0.15	NC_000962.3	1	4411532	1342695	4326216	98.0661	39.9199	39.6	60
Yale-TB101	0.5	NC_000962.3	1	4411532	4475356	4327297	98.0906	133.088	39.6	60
Yale-TB101	1	NC_000962.3	1	4411532	8953469	4327578	98.0969	266.264	39.6	60
Yale-TB052	0.05	NC_000962.3	1	4411532	1362463	4247732	96.287	38.9133	39.6	60
Yale-TB052	0.25	NC_000962.3	1	4411532	6817380	4311620	97.7352	194.737	39.6	60
Yale-TB052	0.1	NC_000962.3	1	4411532	2727776	4299022	97.4496	77.9212	39.6	60
Yale-TB052	0.2	NC_000962.3	1	4411532	5453639	4309865	97.6954	155.78	39.6	60
Yale-TB052	0.15	NC_000962.3	1	4411532	4090417	4307293	97.6371	116.833	39.6	60
Yale-TB052	0.5	NC_000962.3	1	4411532	13634396	4314213	97.794	389.478	39.6	60
Yale-TB052	1	NC_000962.3	1	4411532	27273407	4315265	97.8178	779.045	39.6	60
Yale-TB045	0.05	NC_000962.3	1	4411532	14	522	0.0118326	0.000358379	39.9	60
Yale-TB045	0.25	NC_000962.3	1	4411532	61	1022	0.0231666	0.00149223	39.8	60
Yale-TB045	0.1	NC_000962.3	1	4411532	26	708	0.0160488	0.000652154	39.9	60
Yale-TB045	0.2	NC_000962.3	1	4411532	51	897	0.0203331	0.00124855	39.8	60
Yale-TB045	0.15	NC_000962.3	1	4411532	39	801	0.018157	0.000973811	39.9	60
Yale-TB045	0.5	NC_000962.3	1	4411532	122	1281	0.0290375	0.00300191	39.8	60
Yale-TB045	1	NC_000962.3	1	4411532	244	1877	0.0425476	0.00603668	39.8	60
Yale-TB035	0.05	NC_000962.3	1	4411532	163	6024	0.136551	0.00368738	39.7	60
Yale-TB035	0.25	NC_000962.3	1	4411532	754	16631	0.376989	0.0174057	39.7	60
Yale-TB035	0.1	NC_000962.3	1	4411532	304	9070	0.205598	0.00709957	39.7	60
Yale-TB035	0.2	NC_000962.3	1	4411532	615	14691	0.333014	0.0141704	39.7	60
Yale-TB035	0.15	NC_000962.3	1	4411532	473	11764	0.266665	0.010908	39.7	60
Yale-TB035	0.5	NC_000962.3	1	4411532	1447	24469	0.55466	0.0330058	39.7	60
Yale-TB035	1	NC_000962.3	1	4411532	2928	35740	0.810149	0.0667716	39.7	60
Yale-TB025	0.05	NC_000962.3	1	4411532	2	105	0.00238013	4.71E-05	40	60
Yale-TB025	0.25	NC_000962.3	1	4411532	27	1323	0.0299896	0.000667795	39.8	60
Yale-TB025	0.1	NC_000962.3	1	4411532	11	719	0.0162982	0.000280401	39.7	60
Yale-TB025	0.2	NC_000962.3	1	4411532	18	1084	0.024572	0.000449504	39.7	60
Yale-TB025	0.15	NC_000962.3	1	4411532	16	1084	0.024572	0.000405528	39.7	60
Yale-TB025	0.5	NC_000962.3	1	4411532	41	1912	0.043341	0.0010595	39.7	60
Yale-TB025	1	NC_000962.3	1	4411532	79	3405	0.0771841	0.00206935	39.7	60
Yale-TB069	0.05	NC_000962.3	1	4411532	5931	154612	3.50472	0.139545	39.7	60
Yale-TB069	0.25	NC_000962.3	1	4411532	29933	402864	9.13207	0.703579	39.7	60
Yale-TB069	0.1	NC_000962.3	1	4411532	11951	239248	5.42324	0.280681	39.7	60
Yale-TB069	0.2	NC_000962.3	1	4411532	23817	356342	8.07751	0.560432	39.7	60
Yale-TB069	0.15	NC_000962.3	1	4411532	17965	301404	6.83218	0.422777	39.7	60
Yale-TB069	0.5	NC_000962.3	1	4411532	59988	567707	12.8687	1.40917	39.7	60
Yale-TB069	1	NC_000962.3	1	4411532	119292	774629	17.5592	2.80561	39.7	60
Yale-TB070	0.05	NC_000962.3	1	4411532	286	9343	0.211786	0.00687788	39.7	60
Yale-TB070	0.25	NC_000962.3	1	4411532	1221	28808	0.653016	0.0293637	39.7	60
Yale-TB070	0.1	NC_000962.3	1	4411532	508	15059	0.341355	0.0121463	39.7	60
Yale-TB070	0.2	NC_000962.3	1	4411532	1005	25170	0.57055	0.0241352	39.7	60
Yale-TB070	0.15	NC_000962.3	1	4411532	722	19609	0.444494	0.0171705	39.7	60
Yale-TB070	0.5	NC_000962.3	1	4411532	2525	47757	1.08255	0.0600977	39.7	60
Yale-TB070	1	NC_000962.3	1	4411532	5153	68522	1.55325	0.122586	39.7	60
Yale-TB041	0.05	NC_000962.3	1	4411532	861778	3993034	90.5135	24.4547	39.6	60
Yale-TB041	0.25	NC_000962.3	1	4411532	4304549	4320256	97.931	122.169	39.6	60
Yale-TB041	0.1	NC_000962.3	1	4411532	1721491	4222138	95.7068	48.8563	39.6	60
Yale-TB041	0.2	NC_000962.3	1	4411532	3444127	4308501	97.6645	97.7491	39.6	60
Yale-TB041	0.15	NC_000962.3	1	4411532	2582314	4285615	97.1457	73.2818	39.6	60
Yale-TB041	0.5	NC_000962.3	1	4411532	8609461	4335108	98.2676	244.362	39.6	60
Yale-TB041	1	NC_000962.3	1	4411532	17217996	4338876	98.353	488.679	39.6	60
Yale-TB050	0.05	NC_000962.3	1	4411532	18	830	0.0188143	0.000387394	39.7	60
Yale-TB050	0.25	NC_000962.3	1	4411532	84	2976	0.0674596	0.00206618	39.7	60
Yale-TB050	0.1	NC_000962.3	1	4411532	33	1461	0.0331177	0.000759147	39.8	60
Yale-TB050	0.2	NC_000962.3	1	4411532	66	2822	0.0639687	0.00160964	39.7	60
Yale-TB050	0.15	NC_000962.3	1	4411532	48	2050	0.0464691	0.00113657	39.7	60
Yale-TB050	0.5	NC_000962.3	1	4411532	164	5357	0.121432	0.00403624	39.6	60
Yale-TB050	1	NC_000962.3	1	4411532	351	9148	0.207366	0.00849206	39.6	60
Yale-TB027	0.05	NC_000962.3	1	4411532	1086950	4051669	91.8427	31.5139	39.6	60
Yale-TB027	0.25	NC_000962.3	1	4411532	5434909	4316334	97.8421	157.623	39.6	60
